Tiempo (s),Temperatura (K),Resistencia (Ohm)
608.127,332.54999999999995,+7.97261540E+03
613.146,332.54999999999995,+7.96965720E+03
618.162,332.45,+7.96644570E+03
623.162,332.34999999999997,+7.96324540E+03
628.212,332.34999999999997,+7.96015030E+03
633.216,332.25,+7.95708690E+03
638.216,332.25,+7.95396020E+03
643.260,332.04999999999995,+7.95075990E+03
648.309,332.04999999999995,+7.92848390E+03
653.347,331.95,+7.92562040E+03
658.350,331.95,+7.92254640E+03
663.378,331.84999999999997,+7.91935660E+03
668.388,331.84999999999997,+7.91628260E+03
673.401,331.75,+7.91320860E+03
678.412,331.75,+7.91022930E+03
683.416,331.54999999999995,+7.90707110E+03
688.417,331.54999999999995,+7.90388130E+03
693.461,331.45,+7.90080730E+03
698.481,331.45,+7.89771220E+03
703.499,331.34999999999997,+7.89469090E+03
708.511,331.34999999999997,+7.89162740E+03
713.524,331.25,+7.88849020E+03
718.527,331.25,+7.88550040E+03
723.557,331.15,+7.88242640E+03
