Tiempo (s),Temperatura (K),Resistencia (Ohm)
1.488,290.84999999999997,4671.24835
7.360,291.55,4653.20331
13.210,292.34999999999997,4637.44905
19.054,292.94999999999993,4619.32503
24.918,293.65,4601.3026500000005
30.782,294.55,4586.032639999999
36.657,295.34999999999997,4569.179300000001
42.537,295.75,4552.24386
48.399,296.44999999999993,4536.08849
54.251,297.15,4520.259480000001
60.140,297.84999999999997,4504.987999999999
65.995,298.65,4490.29068
71.857,299.05,4475.8017899999995
77.715,299.65,4461.83191
83.564,300.15,4448.26417
89.424,300.75,4434.88384
95.290,301.34999999999997,4421.84248
101.171,301.84999999999997,4409.25484
107.041,302.34999999999997,4396.9416900000015
112.887,303.15,4384.92779
118.793,303.44999999999993,4373.02761
124.679,303.94999999999993,4361.37166
130.542,304.44999999999993,4350.52843
136.417,304.84999999999997,4339.50727
142.274,305.44999999999993,4328.41454
148.150,305.94999999999993,4317.90607
154.022,306.34999999999997,4307.8207999999995
159.894,307.05,4297.922629999999
165.754,307.25,4288.32478
171.610,307.65,4278.9059
177.496,307.94999999999993,4269.949200000001
183.366,308.44999999999993,4260.9756
189.240,308.84999999999997,4258.15532
195.086,309.15,4245.77613
200.967,309.55,4236.5488700000005
206.840,309.84999999999997,4228.20798
212.714,310.34999999999997,4220.082929999999
218.610,310.65,4212.431620000001
224.463,310.94999999999993,4204.893969999999
230.334,311.25,4197.571099999999
236.210,311.55,4190.4266800000005
242.070,311.94999999999993,4183.52598
247.928,312.15,4176.676840000001
253.778,312.44999999999993,4170.13721
259.654,312.75,4163.61758
265.530,313.05,4157.3148200000005
271.471,313.34999999999997,4151.131020000001
277.396,313.55,4145.12198
283.299,313.84999999999997,4139.331899999999
289.186,314.05,4133.617610000001
295.102,314.34999999999997,4128.18969
300.948,314.55,4122.80805
306.803,314.84999999999997,4117.5591
312.705,315.05,4112.7186
318.575,315.34999999999997,4107.5706900000005
324.444,315.55,4102.86389
330.349,315.75,4098.07392
