Tiempo (s),Temperatura (K),Resistencia (Ohm)
1361.368,339.34999999999997,3586.03676
1366.848,339.15,3588.9928800000002
1372.314,339.04999999999995,3592.88168
1377.783,338.95,3596.78946
1383.260,338.81,3599.8677000000002
1388.739,338.65,3602.84482
1394.225,338.45,3605.8114400000004
1399.703,338.36999999999995,3608.7864999999997
1405.185,338.25,3611.64156
1410.669,338.04999999999995,3614.66714
1416.177,337.84999999999997,3617.59378
1421.652,337.75,3620.5056400000003
1427.143,337.65,3623.5354399999997
1432.631,337.54999999999995,3626.5462400000006
1438.112,337.45,3629.3633999999997
1443.606,337.25,3631.7720600000002
1449.076,337.04999999999995,3634.9997799999996
1454.551,336.95,3637.579
1460.037,336.95,3640.36664
1465.506,336.75,3643.26382
1470.975,336.59,3646.0535599999994
1476.460,336.45,3648.5948799999996
1481.972,336.34999999999997,3651.39306
1487.456,336.21000000000004,3654.16598
1492.936,336.04999999999995,3656.8441599999996
1498.408,335.95,3659.64654
1503.887,335.89,3662.4215799999997
1509.381,335.75,3665.23872
1514.860,335.54999999999995,3668.2369200000003
1520.330,335.45,3671.0733200000004
1525.811,335.34999999999997,3673.96204
1531.281,335.15,3676.8275999999996
1536.781,335.04999999999995,3679.61314
1542.278,334.95,3682.47028
1547.763,334.84999999999997,3685.1948
1553.240,334.65,3688.0666600000004
1558.710,334.54999999999995,3690.8101
1564.188,334.45,3693.9915
1569.682,334.34999999999997,3696.4254200000005
1575.178,334.25,3699.19206
1580.661,334.04999999999995,3701.8891799999997
1586.145,333.95,3704.89368
1591.624,333.84999999999997,3707.84134
1597.098,333.65,3710.3953200000005
1602.580,333.54999999999995,3713.10718
1608.084,333.45,3715.8906199999997
1613.569,333.34999999999997,3718.5140400000005
1619.049,333.25,3721.3164399999996
1624.529,333.04999999999995,3724.08938
1630.088,332.95,3726.78438
1635.569,332.84999999999997,3729.43938
1641.048,332.75,3732.19548
1646.529,332.59,3734.98522
1652.007,332.45,3737.7455
1657.484,332.42999999999995,3740.4173800000003
1662.954,332.25,3743.27242
1668.435,332.04999999999995,3746.0053400000006
1673.963,331.95,3748.5192799999995
1679.447,331.84999999999997,3751.0942999999997
1684.920,331.75,3753.68192
1690.392,331.66999999999996,3756.3642999999997
1695.865,331.54999999999995,3759.02564
1701.338,331.45,3761.8428
1706.804,331.34999999999997,3764.4893600000005
1712.291,331.25,3766.8980600000004
1717.758,331.04999999999995,3769.8057200000003
1723.232,330.95,3773.1281799999997
1728.711,330.84999999999997,3775.6675600000003
1734.177,330.75,3778.2994400000002
1739.674,330.54999999999995,3780.86812
1745.153,330.45,3783.3652199999997
1750.625,330.34999999999997,3785.9823200000005
1756.107,330.25,3788.6836800000005
1761.586,330.15,3791.3134399999994
1767.057,330.04999999999995,3793.6505000000006
1772.528,329.95,3796.58554
1778.007,329.84999999999997,3798.6952600000004
1783.481,329.75,3801.52502
1788.960,329.54999999999995,3804.41374
1794.427,329.45,3806.8940000000002
1799.903,329.34999999999997,3809.1742399999994
1805.396,329.25,3811.804
1810.869,329.04999999999995,3814.8990600000006
1816.352,329.04999999999995,3817.6488
1821.840,328.90999999999997,3820.1564599999997
1827.313,328.75,3822.13978
1832.783,328.65,3824.9822
1838.257,328.54999999999995,3827.6309
1843.727,328.34999999999997,3829.71322
1849.200,328.34999999999997,3832.32192
1854.689,328.25,3835.07168
1860.165,328.15,3837.7772000000004
1865.637,328.04999999999995,3840.23854
1871.134,327.95,3843.7420599999996
1876.621,327.84999999999997,3846.4476000000004
1882.094,327.75,3849.12576
1887.576,327.63,3851.78922
1893.055,327.45,3854.3768600000003
1898.526,327.45,3857.05714
1904.016,327.34999999999997,3859.6953000000003
1909.514,327.15,3862.3460999999998
1914.998,327.04999999999995,3864.9527000000003
1920.483,326.95,3867.04766
1925.960,326.86999999999995,3869.55948
1931.444,326.75,3872.7661400000006
1936.943,326.54999999999995,3875.3706000000006
1942.423,326.54999999999995,3878.0803799999994
1947.904,326.39,3880.72114
1953.373,326.34999999999997,3883.5382799999998
1958.852,326.23,3886.2311999999997
1964.324,326.04999999999995,3888.7367399999994
1969.794,325.84999999999997,3891.2275200000004
1975.277,325.84999999999997,3894.16464
1980.743,325.75,3896.76074
1986.217,325.54999999999995,3899.44522
1991.712,325.54999999999995,3902.3044800000002
1997.202,325.34999999999997,3904.96368
2002.694,325.25,3907.56394
2008.174,325.15,3910.1874000000003
2013.642,325.04999999999995,3912.99822
2019.103,324.95,3915.46584
2024.574,324.84999999999997,3918.47034
2030.047,324.75,3921.4285600000003
2035.517,324.54999999999995,3923.9467000000004
2040.990,324.45,3926.9386
2046.464,324.34999999999997,3930.14738
2051.943,324.25,3933.43822
2057.424,324.25,3936.91648
2062.931,324.04999999999995,3940.6748
2068.415,323.95,3944.4877800000004
2073.882,323.75,3948.5934800000005
2079.356,323.56999999999994,3953.0676399999998
2084.825,323.45,3957.7355000000002
2090.300,323.25,3962.72762
2095.772,323.04999999999995,3968.0671199999997
2101.245,322.84999999999997,3973.70772
2106.727,322.75,3979.6009399999994
2112.199,322.47,3985.2544800000005
2117.672,322.25,3991.6656799999996
2123.147,322.01,3998.53586
2128.650,321.81,4005.45236
2134.128,321.49,4012.9899999999993
2139.615,321.25,4020.08756
2145.094,320.95,4027.41886
2150.591,320.73,4035.1186399999997
2156.070,320.34999999999997,4042.7531000000004
2161.538,320.04999999999995,4050.4718000000003
2167.013,319.75,4058.3421000000003
2172.499,319.45,4066.15132
2177.982,319.25,4074.1269
2183.450,318.84999999999997,4082.04352
2188.923,318.54999999999995,4090.08044
2194.427,318.25,4098.50026
2199.907,317.84999999999997,4106.58954
2205.385,317.54999999999995,4114.7356199999995
2210.863,317.25,4122.881759999999
2216.341,316.95,4130.94366
2221.814,316.53,4139.11714
2227.412,316.25,4147.55166
2232.882,315.95,4155.67046
2238.373,315.61,4163.85236
2243.848,315.28999999999996,4171.707939999999
2249.408,314.92999999999995,4179.71082
2254.883,314.65,4188.07592
2260.385,314.25,4196.4394
2265.860,313.90999999999997,4204.36656
2271.330,313.59,4211.9905
2276.816,313.34999999999997,4220.47352
2282.307,312.95,4227.78162
2287.780,312.56999999999994,4236.085639999999
2293.268,312.33,4243.844340000001
2298.743,311.95,4252.29366
2304.231,311.71000000000004,4260.2944800000005
2309.723,311.34999999999997,4268.18584
2315.200,310.99,4275.3760600000005
2320.691,310.66999999999996,4283.46532
2326.203,310.36999999999995,4291.2577
2331.700,310.01,4298.925940000001
2337.184,309.71000000000004,4306.58596
2342.680,309.39,4313.72776
2348.169,309.04999999999995,4321.64436
2353.647,308.77,4328.85772
2359.138,308.45,4336.479560000001
2364.630,308.21000000000004,4344.07616
2370.120,307.84999999999997,4351.59906
2375.599,307.54999999999995,4359.68412
2381.082,307.25,4367.767040000001
2386.567,306.95,4374.7025
2392.074,306.63,4382.1475
2397.647,306.31,4389.33772
2403.125,306.01,4396.0626600000005
2408.609,305.75,4403.9878
2414.083,305.45,4410.92136
2419.575,305.06999999999994,4418.6758
2425.057,304.84999999999997,4425.72708
2430.544,304.54999999999995,4432.89416
2436.053,304.31,4439.94964
2441.524,303.95,4447.06408
2447.033,303.68999999999994,4453.868979999999
2452.516,303.45,4460.8655
2458.023,303.04999999999995,4467.6177800000005
2463.512,302.83,4474.07108
2469.015,302.54999999999995,4480.814960000001
2474.492,302.31,4488.27888
2479.973,302.04999999999995,4494.7953800000005
2485.456,301.75,4501.36236
2490.935,301.45,4507.901980000001
2496.415,301.25,4514.50306
2501.937,300.90999999999997,4521.14378
2507.439,300.75,4527.47286
2512.929,300.45,4534.15144
2518.414,300.25,4540.55424
2523.915,299.92999999999995,4547.026459999999
2529.392,299.63,4553.5661
2534.875,299.40999999999997,4559.79832
2540.348,299.15,4566.00954
2545.819,298.95,4572.3638599999995
2551.302,298.65,4578.452920000001
2556.773,298.45,4584.65988
2562.255,298.23,4590.8584
2567.738,297.84999999999997,4596.45898
2573.202,297.71000000000004,4602.71018
2578.692,297.45,4609.11716
2584.195,297.18999999999994,4615.11198
2589.679,296.95,4620.7883600000005
2595.161,296.75,4626.5258
2600.629,296.45,4632.494820000001
2606.114,296.25,4638.52282
2611.591,296.01,4644.361320000001
2617.075,295.75,4650.060879999999
2622.550,295.54999999999995,4655.8151800000005
2628.028,295.34999999999997,4661.48524
2633.519,295.15,4667.12582
2639.007,294.95,4672.78324
2644.472,294.65,4678.81336
2649.984,294.45,4684.0223
2655.464,294.25,4689.68816
2660.941,293.95,4695.40246
2666.419,293.77,4701.42202
2671.890,293.54999999999995,4707.00366
2677.367,293.34999999999997,4712.30528
2682.849,293.11,4717.476339999999
2688.327,292.95,4721.494
2693.810,292.75,4726.49244
2699.283,292.45,4732.34566
2704.760,292.34999999999997,4737.6641
2710.239,292.04999999999995,4742.5088399999995
2715.737,291.84999999999997,4747.6440999999995
2721.219,291.75,4752.9625399999995
2726.690,291.45,4757.77568
2732.170,291.25,4763.35098
2737.637,291.04999999999995,4768.10938
2743.110,290.95,4773.680480000001
2748.581,290.75,4778.038859999999
2754.056,290.54999999999995,4782.91934
2759.535,290.42999999999995,4788.18094
2765.013,290.25,4792.79618
2770.489,289.95,4797.3377
2775.976,289.78999999999996,4802.11924
2781.475,289.54999999999995,4807.5198
2786.951,289.34999999999997,4812.427679999999
2792.426,289.25,4816.9545
2797.904,289.04999999999995,4820.66646
2803.376,288.90999999999997,4825.343
2808.857,288.75,4829.89088
2814.344,288.54999999999995,4834.5061000000005
2819.820,288.34999999999997,4839.09816
2825.306,288.15,4843.40176
2830.788,287.95,4847.993820000001
2836.262,287.84999999999997,4852.329
2841.743,287.65,4856.672619999999
2847.252,287.45,4861.203640000001
2852.727,287.27,4865.27982
2858.205,287.15,4870.983560000001
2863.682,286.95,4874.106
2869.154,286.84999999999997,4878.7844
2874.631,286.54999999999995,4882.7069200000005
2880.109,286.45,4886.4294
2885.583,286.34999999999997,4890.4256000000005
2891.060,286.25,4894.57974
2896.532,286.04999999999995,4898.5191
2902.004,285.92999999999995,4902.57846
2907.484,285.75,4906.55782
2912.981,285.54999999999995,4910.25084
2918.461,285.45,4914.118619999999
2923.936,285.25,4917.919019999999
2929.405,285.04999999999995,4921.586759999999
2934.899,284.95,4925.20606
2940.372,284.75,4927.72426
2945.916,284.54999999999995,4931.449259999999
2951.383,284.45,4935.24964
2956.858,284.34999999999997,4938.01836
2962.328,284.25,4940.75756
2967.812,284.04999999999995,4942.9894
2973.283,283.95,4944.9222199999995
2978.797,283.84999999999997,4947.490919999999
2984.278,283.75,4949.30162
2989.754,283.65,4949.78166
2995.227,283.54999999999995,4950.29752
3000.704,283.45,4951.22604
3006.187,283.34999999999997,4953.36944
3011.658,283.25,4957.9741
3017.141,283.15,4961.35128
3022.619,283.04999999999995,4966.27182
3028.090,282.95,4970.341719999999
3033.562,282.84999999999997,4975.11906
3039.042,282.75,4980.17644
3044.532,282.54999999999995,4983.95366
3050.012,282.45,4988.24044
3055.487,282.33,4992.3777199999995
3060.957,282.25,4996.61182
3066.437,282.01,5000.271159999999
3071.909,281.84999999999997,5003.71782
3077.386,281.75,5007.3119
3082.861,281.54999999999995,5010.89332
3088.351,281.45,5014.794779999999
3093.824,281.25,5018.376200000001
3099.299,281.15,5021.923940000001
3104.809,281.04999999999995,5026.24228
3110.286,280.95,5029.67002
3115.753,280.75,5032.023939999999
3121.243,280.54999999999995,5035.52986
3126.722,280.45,5038.7239
3132.206,280.34999999999997,5042.2105599999995
3137.676,280.25,5045.68462
3143.154,280.04999999999995,5050.2492999999995
3148.624,279.95,5055.09612
3154.095,279.77,5058.72388
3159.659,279.75,5062.000040000001
3165.139,279.54999999999995,5064.52446
3170.641,279.34999999999997,5067.84484
3176.124,279.28999999999996,5071.11254
3181.599,279.25,5074.39078
3187.077,279.04999999999995,5077.8142800000005
3192.545,278.95,5080.7788
3198.022,278.83,5084.092839999999
3203.570,278.73,5087.3794800000005
3209.037,278.54999999999995,5090.85774
3214.507,278.45,5093.516979999999
3219.980,278.34999999999997,5097.2836800000005
3225.452,278.25,5100.75564
3230.922,278.04999999999995,5104.048639999999
3236.437,277.95,5106.81942
3241.915,277.95,5109.9208
3247.398,277.84999999999997,5113.11272
3252.879,277.75,5116.089840000001
3258.366,277.54999999999995,5119.003860000001
3263.863,277.45,5121.91994
3269.349,277.34999999999997,5125.236080000001
3274.821,277.25,5127.8932
3280.291,277.04999999999995,5130.88298
3285.764,276.95,5133.97172
3291.251,276.84999999999997,5136.955220000001
3296.722,276.75,5140.08852
3302.263,276.56999999999994,5143.5184
3307.746,276.53,5146.245
3313.226,276.45,5148.8515800000005
3318.710,276.34999999999997,5151.80976
3324.177,276.25,5154.700600000001
3329.645,276.04999999999995,5157.28614
3335.109,276.04999999999995,5158.869479999999
3340.574,275.95,5161.539220000001
3346.060,275.84999999999997,5164.58796
3351.548,275.75,5168.12096
3357.032,275.54999999999995,5171.01388
3362.507,275.45,5173.146740000001
3367.999,275.34999999999997,5175.6733
3373.471,275.25,5178.65048
3378.950,275.25,5181.79606
3384.416,275.15,5184.295260000001
3389.911,274.95,5186.76078
3395.388,274.90999999999997,5189.73582
3400.875,274.84999999999997,5191.76762
3406.344,274.75,5194.3658
3411.821,274.59,5197.11136
3417.289,274.45,5199.00208
3422.763,274.45,5201.945540000001
3428.244,274.34999999999997,5204.5458
3433.739,274.25,5206.7671
3439.211,274.25,5209.4137
3444.683,274.04999999999995,5211.98028
3450.169,273.95,5214.3321
3455.645,273.84999999999997,5217.279759999999
3461.225,273.84999999999997,5218.55148
3466.703,273.75,5222.33504
3472.182,273.61,5224.3225999999995
3477.661,273.54999999999995,5226.6618
3483.141,273.45,5228.994680000001
3488.602,273.34999999999997,5231.46864
3494.094,273.25,5233.95098
3499.578,273.25,5236.3722800000005
3505.032,273.25,5238.69044
3510.493,273.34999999999997,5241.11176
3515.953,273.45,5243.4913400000005
3521.408,273.45,5245.90208
3526.855,273.54999999999995,5248.14864
3532.308,273.54999999999995,5250.5468
3537.764,273.75,5252.9744
3543.225,273.77,5255.24622
3548.681,273.84999999999997,5257.44016
3554.146,273.95,5259.8656599999995
3559.608,274.04999999999995,5261.92694
3565.088,274.09,5264.2640200000005
3570.548,274.21,5266.464239999999
3576.023,274.34999999999997,5268.8624
3581.478,274.34999999999997,5271.6248
3586.928,274.45,5273.462880000001
3592.390,274.54999999999995,5275.5851999999995
3597.839,274.65,5277.781199999999
3603.290,274.75,5279.196099999999
3608.755,274.75,5281.23632
3614.209,274.90999999999997,5283.26602
3619.659,275.04999999999995,5285.40308
3625.139,275.03,5287.66856
3630.597,275.04999999999995,5290.04566
3636.051,275.15,5292.458560000001
3641.519,275.27,5293.91344
3646.971,275.34999999999997,5295.64412
3652.422,275.45,5298.1138599999995
3657.879,275.54999999999995,5300.41518
3663.340,275.54999999999995,5302.55012
3668.798,275.65,5304.510319999999
3674.246,275.75,5306.390519999999
3679.706,275.84999999999997,5308.70444
3685.165,275.93,5310.65622
3690.652,275.95,5312.42484
3696.105,276.04999999999995,5314.66504
3701.562,276.09,5316.8737200000005
3707.012,276.25,5319.02762
3712.475,276.25,5320.964679999999
3717.934,276.34999999999997,5323.011200000001
3723.390,276.34999999999997,5325.68094
3728.846,276.45,5327.56746
3734.311,276.54999999999995,5329.561360000001
3739.772,276.65,5331.82056
3745.229,276.75,5333.71336
3750.689,276.84999999999997,5335.719899999999
3756.180,276.84999999999997,5338.22752
3761.644,276.95,5340.38142
3767.100,277.04999999999995,5342.62166
3772.583,277.04999999999995,5344.30184
3778.037,277.15,5345.9294
3783.496,277.16999999999996,5348.68584
3788.953,277.34999999999997,5350.88188
3794.413,277.34999999999997,5352.73048
3799.895,277.34999999999997,5354.69702
3805.377,277.45,5357.04884
3810.835,277.54999999999995,5359.3333
3816.291,277.65,5361.31244
3821.765,277.75,5363.24948
3827.232,277.77,5365.1718
3832.733,277.84999999999997,5365.96978
3838.193,277.84999999999997,5367.92786
3843.656,277.95,5369.9385999999995
3849.113,278.04999999999995,5372.0483
3854.570,278.15,5374.45274
3860.029,278.15,5377.17724
3865.490,278.25,5379.08274
3870.947,278.25,5380.93134
3876.410,278.37,5383.062080000001
3881.867,278.45,5385.199119999999
3887.348,278.45,5387.009840000001
3892.803,278.54999999999995,5388.58266
3898.254,278.65,5390.27968
3903.712,278.65,5392.0167
3909.165,278.75,5394.04424
3914.645,278.77,5395.68656
3920.180,278.84999999999997,5397.81942
3925.645,278.95,5399.69118
3931.098,278.95,5401.4450400000005
3936.555,279.04999999999995,5403.17788
3942.012,279.04999999999995,5404.80118
3947.460,279.25,5407.0688
3952.944,279.25,5408.6015800000005
3958.407,279.34999999999997,5410.61232
3963.865,279.34999999999997,5412.5599
3969.325,279.34999999999997,5413.61052
3974.781,279.45,5415.77708
3980.236,279.54999999999995,5417.8067599999995
3985.693,279.54999999999995,5419.61748
3991.142,279.75,5421.5545
3996.596,279.75,5423.0473
4002.058,279.8299999999999,5423.847380000001
4007.519,279.84999999999997,5425.23068
4012.973,279.84999999999997,5428.009939999999
4018.454,279.95,5429.41008
4023.907,280.04999999999995,5431.01234
4029.359,280.04999999999995,5432.65884
4034.816,280.15,5434.52008
4040.271,280.15,5435.869699999999
4045.727,280.30999999999995,5437.4488
4051.199,280.3299999999999,5438.88054
4056.654,280.34999999999997,5440.4533200000005
4062.112,280.45,5442.10402
4067.572,280.54999999999995,5442.33142
4073.030,280.54999999999995,5444.0558
4078.491,280.65,5445.40544
4083.980,280.65,5446.92136
4089.447,280.75,5448.43312
4094.917,280.84999999999997,5450.75124
4100.378,280.84999999999997,5452.2251
4105.850,280.95,5453.9227200000005
4111.304,280.95,5455.70814
4116.757,281.04999999999995,5456.525099999999
4122.210,281.04999999999995,5457.91048
4127.668,281.09,5459.46012
4133.116,281.25,5461.6287600000005
4138.572,281.25,5463.24998
4144.061,281.3299999999999,5464.81858
4149.523,281.34999999999997,5466.189219999999
4154.980,281.45,5467.671520000001
4160.432,281.45,5468.80214
4165.906,281.45,5470.2865
4171.358,281.54999999999995,5471.57928
4176.818,281.65,5472.81522
4182.283,281.65,5475.173339999999
4187.744,281.75,5476.62402
4193.205,281.75,5477.72732
4198.660,281.84999999999997,5479.74646
4204.111,281.84999999999997,5480.959199999999
4209.589,281.84999999999997,5481.999300000001
4215.042,281.95,5483.597380000001
4220.498,282.04999999999995,5485.300740000001
4225.956,282.04999999999995,5486.45452
4231.406,282.04999999999995,5487.566220000001
4236.865,282.10999999999996,5488.1389
4242.321,282.25,5489.27588
4247.775,282.25,5491.164500000001
4253.225,282.34999999999997,5492.79414
4258.678,282.34999999999997,5494.79014
4264.132,282.45,5495.90392
4269.591,282.45,5497.19038
4275.071,282.54999999999995,5498.752619999999
4280.528,282.54999999999995,5500.2496599999995
4285.980,282.54999999999995,5501.380279999999
4291.439,282.65,5503.06256
4296.896,282.75,5504.32798
4302.354,282.84999999999997,5505.56176
4307.804,282.84999999999997,5506.79138
4313.262,282.84999999999997,5508.006240000001
4318.721,282.84999999999997,5509.24216
4324.178,282.95,5510.547559999999
4329.635,282.95,5511.79614
4335.091,282.95,5513.15416
4340.569,283.04999999999995,5514.49954
4346.030,283.10999999999996,5515.38386
