Tiempo (s),Temperatura (K),Resistencia (Ohm)
1.497,440.75,2004.41048
7.183,437.75,2021.0585199999998
12.746,436.15,2037.3023400000002
18.214,434.55,2053.3882000000003
23.704,433.15,2069.19618
29.196,431.95,2084.7283199999997
34.679,430.15,2100.21014
40.154,429.15,2115.29384
45.639,427.15,2130.27222
51.122,426.15,2145.0864200000005
56.601,425.15,2159.7195
62.083,424.15,2174.13574
